"id","rdio_key","name","echo_nest_id"
999,"r216622","Rascal Flatts",
1000,"r1583","Nat King Cole",
1001,"r32819","Afu-Ra",
1002,"r1866442","The Rumour Said Fire",
1003,"r86836","Doveman",
1004,"r190886","Roberto Carlos",
1005,"r117863","A",
1006,"r28862","Mickey Avalon",
1007,"r87210","Simon & Garfunkel",
1008,"r63158","Ryan Adams",
1009,"r172171","The Foreign Exchange",
1010,"r13086","Yes",
1011,"r327871","Lit",
1012,"r93332","Jeff Buckley",
1013,"r87339","B.o.B",
1014,"r84931","Crosby, Stills & Nash",
1015,"r2064799","The Beatles Tribute Project",
1016,"r85840","War",
1017,"r632360","Rejected Youth",
1018,"r87082","Adam Sandler",
1019,"r143883","Kylie Minogue",
1020,"r67485","Keith Sweat",
1021,"r3000","Gossip",
1022,"r342","Aesop Rock",
1023,"r120742","Celine Dion",
1024,"r70937","Ammoncontact",
1025,"r16839","James",
1026,"r226334","Christophe Rousset",
1027,"r318629","Bombay Bicycle Club",
1028,"r145819","Jurassic 5",
1029,"r24857","Usher",
1030,"r86083","Deftones",
1031,"r85754","Erasure",
1032,"r319519","Long Beach Dub Allstars",
1033,"r6361","Elvis Presley",
1034,"r1507100","Cansei de Ser Sexy",
1035,"r85559","Missy Higgins",
1036,"r74849","Thievery Corporation",
1037,"r321330","Kashmir",
1038,"r167123","Artifacts",
1039,"r171088","Syd Barrett",
1040,"r4690","Felix Cartal",
1041,"r7288","Gabriel Kahane",
1042,"r45134","Battles",
1043,"r2445215","Jon Lajoie",
1044,"r88254","Bon Iver",
1045,"r326769","Lisa Lisa & Cult Jam",
1046,"r24289","Jedi Mind Tricks",
1047,"r353803","The Yellow Subs",
1048,"r134755","Frightened Rabbit",
1049,"r89255","Black Stone Cherry",
1050,"r379004","Tord Gustavsen Trio",
1051,"r502502","The American Dollar",
1052,"r79082","Joan Manuel Serrat",
1053,"r1546","Lee Morgan",
1054,"r73904","Hella",
1055,"r80028","Cex",
1056,"r190649","DJ Krush",
1057,"r87349","Dirty Projectors",
1058,"r229848","Auf Der Maur",
1059,"r209973","The Move",
1060,"r2328","The Raveonettes",
1061,"r12648","Meshuggah",
1062,"r38037","Petey Pablo",
1063,"r171702","Insane Clown Posse",
1064,"r434985","Acid Mothers Temple & The Melting Paraiso U.F.O.",
1065,"r2851","Canyon",
1066,"r143251","Mustard Pimp",
1067,"r282912","Chris August",
1068,"r8932","Cat Stevens",
1069,"r429426","13 & God",
1070,"r431841","65daysofstatic",
1071,"r365100","Bonnie ""Prince"" Billy",
1072,"r173837","Active Child",
1073,"r346883","Come",
1074,"r139355","Beck",
1075,"r391197","Ensiferum",
1076,"r85038","ZZ Top",
1077,"r1810","Cage",
1078,"r89087","Pete Philly & Perquisite",
1079,"r23454","Hurricane",
1080,"r137478","The Knife",
1081,"r24874","Akon",
1082,"r786839","Foster The People",
1083,"r19821","Starflyer 59",
1084,"r90054","Diane Cluck",
1085,"r920279","BröselMaschine",
1086,"r88825","Brian Eno",
1087,"r167344","The Runaways",
1088,"r279985","Keaton Simons",
1089,"r90134","Cornelius",
1090,"r348205","Dog Fashion Disco",
1091,"r432729","Okapi",
1092,"r200432","Marillion",
1093,"r2821063","Cloudkicker",
1094,"r241654","Richard Pryor",
1095,"r875713","Woodkid",
1096,"r140345","Propellerheads",
1097,"r40728","Silverstein",
1098,"r626309","Nguru",
1099,"r5439","Patsy Cline",
1100,"r2427076","Lumiere Brother",
1101,"r66033","2Pac",
1102,"r54213","Delerium",
1103,"r295203","Mary Chapin Carpenter",
1104,"r49304","Oasis",
1105,"r207846","Ozzy Osbourne",
1106,"r100872","Toto",
1107,"r54073","16 Horsepower",
1108,"r977950","Manic Drive",
1109,"r309914","Cut Copy",
1110,"r87552","The Magnetic Fields",
1111,"r23676","Al Green",
1112,"r23296","The Carpenters",
1113,"r4632","Company Flow",
1114,"r252788","Young Money",
1115,"r176017","Corbin Bleu",
1116,"r213312","The Verve",
1117,"r432212","Anathallo",
1118,"r326878","The Strokes",
1119,"r47078","Tricky",
1120,"r141327","Liars",
1121,"r32789","Guilty Simpson",
1122,"r192649","Matt White",
1123,"r183102","Too $hort",
1124,"r714131","Jessie J",
1125,"r73407","Lupe Fiasco",
1126,"r48320","Terri Clark",
1127,"r207175","Joe Nichols",
1128,"r2074675","Red Stars Theory",
1129,"r82624","Joni Mitchell",
1130,"r752","Tears For Fears",
1131,"r22956","Lily Allen",
1132,"r502145","The Lions",
1133,"r227","McCoy Tyner",
1134,"r89616","Robert Ashley",
1135,"r169310","Hannibal Buress",
1136,"r3420","Todd Rundgren",
1137,"r374386","Die Antwoord",
1138,"r87980","Tally Hall",
1139,"r9932","Tex Ritter",
1140,"r484099","Del Close & John Brent",
1141,"r5801","The John Coltrane Quartet",
1142,"r117","Gene Autry",
1143,"r109136","Bill Monroe",
1144,"r1002499","Dyke & The Blazers",
1145,"r76350","Latimore",
1146,"r34401","Ghostface",
1147,"r2912","The Walkmen",
1148,"r13015","Passion Pit",
1149,"r170349","Jason Robert Brown",
1150,"r86347","Crosby, Stills, Nash And Young",
1151,"r25472","Nelly",
1152,"r302633","The J.B.'s",
1153,"r529773","Pickin' On Series",
1154,"r19786","The Chemical Brothers",
1155,"r24759","Paul McCartney",
1156,"r3857491","Woods",
1157,"r307887","Chuck D.",
1158,"r14396","Gene Ammons",
1159,"r48617","Desmond Dekker",
1160,"r22850","Great Lake Swimmers",
1161,"r87576","Heart",
1162,"r179560","Mayer Hawthorne",
1163,"r1487222","Jerry Garcia, Merl Saunders, John Kahn, Bill Vitt",
1164,"r179837","Bruce Haack",
1165,"r3491437","7 Days Of Funk",
1166,"r564422","Rueben Wilson, Garnett Brown, Melvin Sparks, Bob Cranshaw, Ray Armando, Mi",
1167,"r720195","Chelsea Wolfe",
1168,"r92771","LCD Soundsystem",
1169,"r153664","Earth, Wind & Fire",
1170,"r401908","Hecq",
1171,"r1342263","Childish Gambino",
1172,"r173317","Cypress Hill",
1173,"r87514","En Vogue",
1174,"r179604","Sound Directions",
1175,"r2351527","Guilty Simpson, Apollo Brown",
1176,"r836779","The Robot Ate Me",
1177,"r833963","Minamina Goodsong",
1178,"r78909","Dudley Perkins",
1179,"r84","Dizzy Gillespie",
1180,"r92854","U2",
1181,"r453414","Elisabeth Söderström, Vladimir Ashkenazy",
1182,"r80869","Madeleine Peyroux",
1183,"r633","Hubert Laws",
1184,"r84800","Grateful Dead",
1185,"r20461","Tom Scott",
1186,"r8195","Peter, Paul and Mary",
1187,"r112354","Sam Cooke",
1188,"r392965","Talib Kweli, Hi-Tek",
1189,"r72305","Bob James",
1190,"r229139","The Abyssinians",
1191,"r35606","K-Otix",
1192,"r1936965","Quakers",
1193,"r174640","Johnny ""Hammond"" Smith",
1194,"r2148431","Red Tail Ring",
1195,"r4754","Herbie Hancock",
1196,"r337406","Starcastle",
1197,"r661409","Asheru and Blue Black of The Unspoken Heard",
1198,"r906877","New York Jazz Lounge",
1199,"r168992","Ralph Marterie",
360,"r15183","Royce Da 5'9""","AR2EDEM1187FB573B1"
373,"r8009","Crazy Frog","ARIYE2G1187B9AE170"
387,"r547202","The Dismemberment Plan","AR8FAQM1187B9B98C0"
401,"r1429573","Sunhouse","ARUGKCS1187B98B8DD"
1204,"r161626","Sharon Brown",
1205,"r85957","Third Eye Blind",
1206,"r530594","The Soft Boys",
1207,"r179714","Jaylib",
1208,"r170642","Madlib",
1209,"r88792","Stereolab",
415,"r374417","Stalley","ARNWNCD1274363C479"
427,"r89130","Sam Phillips","ARSXDKG1187FB41505"
440,"r430238","WHY?","AR0B3RS1187FB48F5D"
453,"r1937","Kris Delmhorst","ARTLPS31187B9A7B95"
466,"r1959617","Lee Bains III & The Glory Fires","ARHYLLE13704F0980D"
481,"r18318","Boris","AR264J61187B98C8BB"
1,"r32850","Roc Marciano","ARGCOVG1269FB32D13"
2,"r304723","Drive-By Truckers","AROMCEV1187B9B3F58"
5,"r57665","Action Bronson","ARITVFG1269FB34AF1"
8,"r4399355","Hannah Diamond","ARSLONS149E56B9358"
12,"r3717263","Perfect Pussy","ARMKIJV14385F9E78C"
15,"r216699","Massive Attack","ARNF13I1187FB562A5"
19,"r257487","Follies","ARMWNGP1269FCD8ED4"
296,"r143512","Cee-Lo","ARR8A0N1187B9A255D"
308,"r139012","Hoobastank","ARDAHWH1187FB4B0E7"
22,"r1067948","Big Lazy",
24,"r2459","The Delfonics",
25,"r88383","Betty Wright",
26,"r125320","Quasimoto",
27,"r34647","Crooked Fingers",
28,"r36","El-P",
29,"r1170544","Hozier",
30,"r60779","Busdriver",
32,"r120496","Gravenhurst",
33,"r9006","Charles Mingus",
34,"r91318","Radiohead",
35,"r30642","Art Garfunkel",
36,"r57643","Alicia Keys",
37,"r61038","Teitur",
38,"r429898","Boom Bip",
39,"r432183","Great Northern",
40,"r87726","Popol Vuh",
42,"r71043","Gang Starr",
43,"r215443","Bachman-Turner Overdrive",
44,"r111700","The Roots",
45,"r85978","Regina Spektor",
46,"r143220","The Avalanches",
47,"r184641","Emiliana Torrini",
49,"r155433","Editors",
50,"r261258","The Devin Townsend Band",
51,"r275282","Five Finger Death Punch",
52,"r367575","Steel Magnolia",
53,"r420373","Julia Stone",
55,"r238527","Aphex Twin",
56,"r171461","Simian Mobile Disco",
57,"r4638924","Sissy Spacek",
58,"r48412","Kraftwerk",
59,"r61463","Karl Blau",
61,"r515928","Celso Sim & Arthur Nestrovski",
62,"r562323","Young the Giant",
63,"r164733","Scorpions",
64,"r84970","Buckcherry",
65,"r26147","Pungent Stench",
66,"r139534","Nine Inch Nails",
67,"r248833","School Of Fish",
68,"r3024","Us3",
70,"r259016","Eminem",
71,"r97289","Mike Watt",
72,"r85620","Buffalo Springfield",
73,"r134796","Alcatraz",
74,"r1992","Young Jeezy",
75,"r93801","Rihanna",
77,"r114492","Alpha",
78,"r45673","Beyoncé",
79,"r142762","Toni Braxton",
80,"r243003","Scary Kids Scaring Kids",
81,"r8816","The Wanted",
83,"r26127","Ghostface Killah",
84,"r11513","Beirut",
85,"r23613","The Animals",
86,"r11714","Smoma",
87,"r4306","Theatre Of Tragedy",
88,"r1520400","Andromeda Mega Express Orchestra",
89,"r87150","Jamie Cullum",
90,"r890011","The Stepkids",
91,"r1075919","Caged Animals",
92,"r800097","Cults",
94,"r379832","The xx",
95,"r282468","The Lemonheads",
96,"r237224","Aston",
97,"r146858","Street Military",
98,"r76919","Sting",
99,"r352355","ANOREXIA NERVOSA",
100,"r369717","Säkert!",
101,"r194796","Don Robertson",
102,"r14938","The Champs",
104,"r88974","Parts & Labor",
105,"r285319","The Avett Brothers",
106,"r180221","CocoRosie",
107,"r9617","My Dying Bride",
108,"r72340","Blackalicious",
109,"r140644","Duran Duran",
111,"r236456","Duncan James",
112,"r6849","The Grass Roots",
113,"r86283","Assemblage 23",
114,"r20424","Mos Def",
115,"r1485367","Stakka Bo",
116,"r2064645","Faded Paper Figures",
117,"r327090","Savage Garden",
118,"r6707","The Moody Blues",
119,"r240218","Dar Williams",
120,"r36396","Tangerine Dream",
122,"r49021","They Might Be Giants",
123,"r28834","MF DOOM",
124,"r88292","The Kills",
125,"r19087","Hurricane Chris",
126,"r33517","Lil Wayne",
127,"r112035","Griffin House",
129,"r184582","Sparks",
130,"r302993","The New York Dolls",
131,"r289044","Disfunction-Ill",
132,"r2246115","Public Image Ltd.",
133,"r86735","Sage Francis",
135,"r214703","Paul Stanley",
136,"r295821","Bobby Brown",
137,"r259954","Liberty x",
138,"r41440","Ludacris",
139,"r170799","The Fiery Furnaces",
141,"r177501","Desultory",
142,"r86122","Black Dice",
143,"r85549","Renaissance",
147,"r155429","Thom Yorke",
148,"r139884","UB40",
149,"r66944","Dr. Octagon",
151,"r34888","No Use For A Name",
152,"r168294","TV On The Radio",
153,"r321238","City High",
154,"r261510","Ellie Goulding",
155,"r85493","Natalie Cole",
156,"r87422","Animal Collective",
157,"r236461","The Chariot",
158,"r111945","Mat Kearney",
160,"r37716","Big L",
161,"r282415","Ida Maria",
162,"r15414","Carole King",
164,"r15462","Mates of State",
165,"r3239","Kevin Ayers",
166,"r37970","Chris Brown",
167,"r7429","The Marshall Tucker Band",
168,"r710","Tom Jones",
169,"r942","Waylon Jennings",
170,"r396950","The UMC's",
171,"r26688","Gucci Mane",
172,"r192978","Civil Twilight",
173,"r35214","Don McLean",
174,"r47727","Thunder",
176,"r38396","Saigon",
177,"r11845","Teddy Pendergrass",
178,"r63860","Lisa Shaw",
179,"r25426","Musiq Soulchild",
180,"r479837","Pharrell Williams",
182,"r480228","Me First And The Gimme Gimmes",
183,"r160528","Moonface",
184,"r6114","Mr. Lif",
185,"r48259","Common",
186,"r11706","A Silent Film",
187,"r32000","Sean Paul",
188,"r85987","Black Sabbath",
189,"r85681","NEEDTOBREATHE",
190,"r16648","Canibus",
192,"r115530","Jimi Hendrix",
193,"r89035","Ponytail",
194,"r499152","Radion 6",
195,"r2511","Neutral Milk Hotel",
196,"r119016","Slam",
197,"r18609","Timmy Thomas",
199,"r271237","Sugarland",
200,"r89875","Danny Elfman",
201,"r51839","Shpongle",
202,"r55542","Brother Bones & His Shadows",
203,"r86908","The National",
204,"r326778","Glee Cast",
205,"r38404","Esham",
207,"r2121058","Aquarium Rescue Unit",
208,"r88020","Basement Jaxx",
209,"r60482","Mike Patton",
210,"r812446","Sophie Hunger",
211,"r24850","T.I.",
212,"r260409","TLC",
213,"r114455","Lorn",
214,"r2791","Wizard",
215,"r120441","Mercury Rev",
217,"r520954","Alice Gomez",
218,"r63363","Dianne Reeves",
219,"r341916","Kingston Wall",
220,"r138736","Turin Brakes",
221,"r290567","764-Hero",
222,"r154917","Brad Paisley",
224,"r183003","Haste The Day",
225,"r94649","Uriah Heep",
226,"r176879","The Cheetah Girls",
227,"r433860","Lightning Bolt",
228,"r240217","The Dynospectrum",
229,"r283623","Spin Doctors",
230,"r64430","Keane",
232,"r1469835","The Silent Comedy",
233,"r120906","Tokyo Police Club",
234,"r90136","Inna",
235,"r170684","Prefuse 73",
237,"r713616","Chelan",
238,"r224641","Nouvelle Vague",
239,"r38833","UFO",
240,"r89082","Flogging Molly",
241,"r140439","Crystal Castles",
242,"r85565","Led Zeppelin",
243,"r411923","BONNIE PINK",
245,"r223390","BAP",
246,"r87202","Within Temptation",
247,"r88661","Adina Howard",
248,"r243426","Little Dragon",
250,"r814420","The Knife in collaboration with Mt. Sims and Planningtorock",
251,"r79557","Cassidy",
252,"r188276","Caesars",
253,"r126739","Moloko",
254,"r23944","Razed In Black",
255,"r439542","Mucho Macho",
256,"r5548","Utopia",
257,"r84958","Van Halen",
259,"r38133","Amanda Palmer",
260,"r700678","SumKid Majere",
261,"r63557","Jens Lekman",
262,"r138991","David Ford",
263,"r26795","David Cross",
265,"r91280","Spoon",
266,"r13861","Chris de Burgh",
267,"r430262","Baths",
268,"r18016","Sun Ra",
269,"r84914","The Cars",
270,"r89765","Nirvana",
271,"r80158","Big Tone",
272,"r26195","Raekwon",
273,"r14147","J-Live",
23,"r3978347","Michael Bellar & the AS-IS Ensemble",
31,"r248642","Elvis Costello & The Attractions",
41,"r234733","Eddie Izzard",
48,"r336305","The Cult",
54,"r7709","Curtis Mayfield",
60,"r347542","Teeth Of Lions Rule The Divine",
69,"r295776","She Wants Revenge",
76,"r213473","Iron Maiden",
82,"r172","The Jon Spencer Blues Explosion",
93,"r236510","Tom Petty and the Heartbreakers",
103,"r401044","Unwound",
110,"r24260","Kool G Rap",
121,"r88499","Wax Poetic",
128,"r94624","John Hiatt",
134,"r108036","Angélique Kidjo",
140,"r433076","The Wailin' Jennys",
144,"r31534","Nightmares on Wax",
146,"r72296","Slum Village",
150,"r162386","The Allman Brothers Band",
159,"r834729","Current 93",
163,"r320889","The Airborne Toxic Event",
175,"r215366","Steve Miller Band",
181,"r85922","My Chemical Romance",
191,"r21141","Brazilian Tropical Orchestra",
198,"r92366","Clap Your Hands Say Yeah",
206,"r90070","A Static Lullaby",
216,"r34850","Prince",
223,"r1129882","Gonjasufi",
231,"r311065","Ratatat",
236,"r90079","Bedouin Soundclash",
244,"r310534","Ismaël Lo",
249,"r25376","Shiny Toy Guns",
258,"r804470","Spacek",
264,"r191105","Barry Manilow",
292,"r17439","Dave Brubeck","AR1QF001187B9B2B9F"
294,"r1446482","Fatima Al Qadiri","ARIDZDZ133B3F137DD"
295,"r143482","Rappin' 4-Tay","ARTFKUQ11F4C843012"
297,"r4836","Wednesday 13","ARUZLXZ1187FB3BFF1"
298,"r92629","Sleater-Kinney","ARWKFPM1187FB4E712"
300,"r243114","The Mighty Mighty Bosstones","AR2SMD91187B9B0582"
301,"r139866","311","ARDRXUM1187FB4D131"
303,"r326012","Ryan Adams & The Cardinals","ARGHBVV1187FB4D57A"
304,"r42645","Shabazz Palaces","ARHYOMK1241B9CC92D"
306,"r352450","Reggie And The Full Effect","ARJF0OK1187FB51ECE"
307,"r398048","310","AR6ZCM11187B9B7084"
309,"r365083","Pavement","ARVFF0Y1187B9AC3CA"
299,"r203806","Shawn McDonald","ARDQK7V1187B9A24F3"
364,"r1145495","User","AR20JH81187B996528"
376,"r888648","Captain Hollywood Project","AR19JS91187B98CB66"
392,"r240855","Danko Jones","ARK9A3Y1187FB4C02B"
404,"r168289","The Ready Set","ARJOO2211A348F04DA"
418,"r243200","Ricky Martin","AR2FSX31187B98E3EF"
430,"r3563","Ella Fitzgerald","ARIJE1A1187B9A458D"
442,"r838647","A Hawk And A Hacksaw","ARLSWXA1187B98E534"
457,"r8911","Joe Jackson","ARQZZ8L1187B98E2F6"
470,"r93706","The Moldy Peaches","ARYY90F1187FB39ED9"
484,"r393234","Junk Culture","ARRWFFC12406A89C2E"
